age,education,job,marital,salary,balance,loan,response
43.0,tertiary,technician,married,60000,591,no,no
54.0,tertiary,technician,married,60000,98,no,no
31.0,secondary,technician,married,60000,367,no,no
32.0,secondary,technician,married,60000,167,yes,no
46.0,secondary,technician,married,60000,778,no,no
49.0,tertiary,housemaid,married,16000,443,no,no
43.0,tertiary,self-employed,married,60000,3003,no,no
53.0,tertiary,management,married,100000,2385,no,no
38.0,tertiary,management,single,100000,11971,no,no
30.0,tertiary,management,single,100000,344,no,no
36.0,tertiary,management,single,100000,2745,no,no
33.0,tertiary,management,married,100000,571,no,no
46.0,tertiary,management,married,100000,1103,no,no
31.0,tertiary,management,married,100000,3897,no,no
39.0,tertiary,management,married,100000,1795,no,yes
46.0,tertiary,management,married,100000,4,no,yes
49.0,secondary,technician,divorced,60000,229,no,no
52.0,primary,services,married,70000,432,no,no
46.0,primary,housemaid,married,16000,269,no,no
47.0,primary,blue-collar,married,20000,254,yes,no
31.0,secondary,technician,single,60000,2846,no,no
51.0,primary,blue-collar,married,20000,257,no,no
47.0,secondary,housemaid,married,16000,1765,no,no
46.0,primary,blue-collar,married,20000,7982,no,no
47.0,secondary,admin.,married,50000,73,no,no
43.0,tertiary,management,married,100000,2759,yes,no
33.0,tertiary,management,married,100000,862,no,no
51.0,tertiary,technician,divorced,60000,4596,no,no
57.0,primary,retired,married,55000,243,no,no
34.0,tertiary,technician,single,60000,449,no,no
31.0,tertiary,technician,married,60000,344,no,no
35.0,tertiary,management,married,100000,1650,no,no
41.0,tertiary,management,married,100000,2127,no,no
48.0,primary,blue-collar,married,20000,104,no,no
51.0,secondary,technician,married,60000,1113,yes,no
60.0,tertiary,management,divorced,100000,581,no,no
41.0,primary,housemaid,married,16000,365,no,no
34.0,tertiary,management,married,100000,1433,no,no
61.0,primary,housemaid,married,16000,368,no,no
36.0,secondary,unknown,married,0,179,no,no
37.0,primary,housemaid,married,16000,189,no,no
30.0,secondary,technician,single,60000,58,no,no
34.0,primary,housemaid,married,16000,326,no,no
47.0,primary,blue-collar,married,20000,233,no,no
50.0,tertiary,management,single,100000,592,no,no
46.0,secondary,blue-collar,married,20000,438,no,no
35.0,tertiary,technician,single,60000,0,no,no
31.0,tertiary,admin.,married,50000,323,no,no
51.0,primary,blue-collar,married,20000,440,no,no
32.0,primary,housemaid,married,16000,727,no,no
54.0,secondary,technician,married,60000,1349,no,no
58.0,secondary,blue-collar,married,20000,1894,no,no
31.0,primary,housemaid,married,16000,0,no,no
32.0,secondary,technician,married,60000,3275,no,no
44.0,tertiary,management,divorced,100000,935,no,no
46.0,tertiary,management,divorced,100000,1297,no,yes
32.0,tertiary,management,married,100000,312,no,no
45.0,secondary,blue-collar,married,20000,115,no,no
38.0,secondary,management,single,100000,399,no,no
52.0,primary,blue-collar,married,20000,2569,no,no
32.0,secondary,technician,single,60000,3297,no,no
56.0,secondary,services,married,70000,750,yes,no
35.0,tertiary,management,married,100000,337,no,no
54.0,secondary,technician,divorced,60000,221,no,no
31.0,secondary,technician,single,60000,388,no,no
45.0,tertiary,management,married,100000,0,no,no
41.0,secondary,housemaid,married,16000,13,no,no
34.0,tertiary,technician,married,60000,116,no,no
39.0,tertiary,management,married,100000,380,no,no
46.0,secondary,technician,married,60000,6086,no,no
34.0,secondary,technician,married,60000,50,no,no
49.0,secondary,entrepreneur,married,120000,348,no,no
32.0,secondary,technician,married,60000,212,no,no
35.0,tertiary,management,married,100000,106,yes,no
53.0,tertiary,management,married,100000,618,no,no
36.0,tertiary,management,single,100000,553,no,no
49.0,primary,blue-collar,married,20000,-232,yes,no
32.0,tertiary,self-employed,married,60000,1214,no,no
39.0,secondary,technician,divorced,60000,454,no,no
46.0,primary,housemaid,divorced,16000,41,no,no
38.0,tertiary,management,married,100000,1440,no,no
57.0,tertiary,management,married,100000,2416,no,no
44.0,secondary,technician,married,60000,5163,no,no
31.0,tertiary,technician,married,60000,1496,no,no
51.0,tertiary,management,married,100000,385,no,no
56.0,tertiary,management,married,100000,705,yes,no
52.0,secondary,admin.,married,50000,347,no,no
35.0,tertiary,technician,single,60000,2277,yes,no
47.0,tertiary,management,married,100000,838,no,no
30.0,secondary,technician,married,60000,274,yes,no
42.0,tertiary,management,married,100000,687,no,no
38.0,tertiary,management,married,100000,1100,yes,no
48.0,unknown,blue-collar,married,20000,617,no,no
45.0,unknown,unknown,married,0,356,no,no
46.0,tertiary,management,married,100000,5108,no,no
48.0,primary,blue-collar,married,20000,476,no,yes
34.0,tertiary,management,divorced,100000,4231,no,no
31.0,tertiary,management,married,100000,0,no,no
55.0,tertiary,management,married,100000,161,no,no
34.0,secondary,technician,married,60000,268,no,no
39.0,primary,housemaid,married,16000,13338,no,no
32.0,secondary,technician,single,60000,321,no,no
35.0,secondary,technician,single,60000,14,no,no
53.0,tertiary,management,married,100000,657,no,no
36.0,tertiary,management,married,100000,9,no,yes
54.0,secondary,retired,married,55000,2950,no,no
33.0,tertiary,technician,married,60000,8408,no,no
55.0,secondary,technician,married,60000,462,no,no
30.0,tertiary,entrepreneur,married,120000,5,no,no
30.0,tertiary,student,single,4000,7513,no,no
60.0,primary,retired,married,55000,115,no,no
33.0,tertiary,management,divorced,100000,348,no,no
39.0,secondary,technician,married,60000,394,no,no
43.0,tertiary,services,married,70000,2764,no,no
39.0,secondary,technician,married,60000,-112,yes,no
31.0,tertiary,management,single,100000,319,no,no
58.0,primary,housemaid,divorced,16000,3568,no,no
56.0,secondary,technician,married,60000,944,no,no
35.0,secondary,technician,single,60000,2,no,no
45.0,secondary,technician,married,60000,1410,no,no
48.0,primary,blue-collar,married,20000,3886,no,no
56.0,secondary,blue-collar,married,20000,2750,no,no
32.0,tertiary,management,divorced,100000,787,no,no
32.0,secondary,management,single,100000,67,no,no
56.0,secondary,retired,married,55000,646,no,no
44.0,secondary,technician,married,60000,1879,no,no
31.0,tertiary,management,single,100000,98,no,no
37.0,secondary,technician,married,60000,3043,no,no
46.0,tertiary,technician,married,60000,405,no,no
45.0,secondary,technician,married,60000,1395,no,no
30.0,tertiary,technician,married,60000,564,no,no
27.0,tertiary,admin.,married,50000,174,yes,no
60.0,tertiary,management,married,100000,371,yes,no
52.0,primary,blue-collar,married,20000,0,no,no
36.0,tertiary,management,single,100000,0,no,no
30.0,secondary,technician,single,60000,44,no,no
39.0,tertiary,technician,married,60000,-276,yes,no
50.0,primary,blue-collar,married,20000,2167,no,no
31.0,tertiary,management,single,100000,69,no,no
37.0,tertiary,management,single,100000,340,no,no
40.0,tertiary,management,divorced,100000,99,no,no
33.0,tertiary,management,married,100000,644,no,no
58.0,primary,unknown,married,0,15,no,no
30.0,secondary,management,single,100000,0,no,no
34.0,tertiary,management,married,100000,5665,no,no
59.0,tertiary,retired,married,55000,3843,no,no
55.0,secondary,technician,married,60000,756,no,no
30.0,tertiary,technician,single,60000,699,no,no
30.0,tertiary,management,married,100000,131,no,yes
58.0,unknown,retired,married,55000,0,no,no
32.0,tertiary,management,single,100000,11797,no,no
31.0,secondary,technician,single,60000,7567,no,no
50.0,secondary,blue-collar,married,20000,235,no,no
31.0,tertiary,technician,single,60000,1463,no,no
33.0,primary,housemaid,married,16000,0,no,no
34.0,tertiary,technician,single,60000,370,no,no
31.0,tertiary,technician,single,60000,614,no,no
46.0,tertiary,self-employed,married,60000,2421,no,no
30.0,tertiary,management,single,100000,2123,no,no
35.0,tertiary,management,single,100000,361,no,no
49.0,secondary,services,married,70000,112,no,no
45.0,primary,blue-collar,married,20000,0,no,no
31.0,tertiary,management,single,100000,15,no,no
35.0,tertiary,technician,single,60000,272,no,no
54.0,tertiary,management,married,100000,500,no,no
42.0,secondary,technician,married,60000,5455,no,no
34.0,secondary,technician,single,60000,1763,no,no
43.0,tertiary,management,single,100000,0,no,no
46.0,secondary,technician,divorced,60000,-11,no,no
43.0,secondary,technician,divorced,60000,159,no,no
47.0,primary,blue-collar,married,20000,4520,no,no
31.0,tertiary,management,single,100000,448,no,no
32.0,secondary,technician,married,60000,3184,no,no
35.0,secondary,technician,married,60000,0,no,no
46.0,secondary,self-employed,married,60000,942,no,no
59.0,secondary,retired,married,55000,997,yes,no
30.0,tertiary,management,single,100000,4889,no,yes
34.0,secondary,technician,divorced,60000,259,no,no
53.0,secondary,services,married,70000,1242,no,no
59.0,tertiary,management,married,100000,518,no,no
46.0,unknown,blue-collar,married,20000,209,no,no
35.0,tertiary,unknown,married,0,1260,no,no
43.0,secondary,technician,divorced,60000,1532,no,no
45.0,tertiary,technician,married,60000,1780,no,no
36.0,tertiary,management,married,100000,-2,no,no
30.0,secondary,technician,single,60000,54,no,no
34.0,tertiary,management,single,100000,-292,no,no
42.0,primary,housemaid,married,16000,-209,yes,no
60.0,secondary,retired,married,55000,1210,no,no
52.0,primary,unknown,married,0,5521,no,no
45.0,primary,blue-collar,married,20000,2388,no,no
33.0,secondary,technician,married,60000,3470,no,no
40.0,secondary,management,divorced,100000,1148,no,no
41.0,secondary,technician,single,60000,214,no,no
33.0,tertiary,management,married,100000,901,no,no
34.0,secondary,technician,married,60000,1569,no,no
34.0,tertiary,management,married,100000,0,no,no
39.0,tertiary,management,married,100000,246,no,no
46.0,secondary,admin.,married,50000,1804,no,no
43.0,secondary,technician,married,60000,7876,no,no
33.0,tertiary,management,single,100000,1120,no,yes
57.0,primary,housemaid,married,16000,2785,no,yes
32.0,tertiary,housemaid,married,16000,834,no,no
31.0,tertiary,technician,single,60000,3194,no,no
30.0,secondary,technician,married,60000,671,no,no
46.0,secondary,technician,married,60000,159,yes,no
49.0,tertiary,self-employed,married,60000,23917,no,no
60.0,tertiary,management,single,100000,2190,no,no
60.0,secondary,retired,married,55000,-240,no,no
33.0,tertiary,management,single,100000,0,no,yes
32.0,secondary,admin.,married,50000,344,yes,no
35.0,tertiary,technician,married,60000,416,no,no
59.0,primary,blue-collar,married,20000,754,no,no
30.0,tertiary,technician,married,60000,1045,no,no
47.0,primary,blue-collar,married,20000,4040,no,no
53.0,primary,housemaid,married,16000,1869,no,no
41.0,tertiary,technician,divorced,60000,3465,no,no
45.0,secondary,blue-collar,married,20000,751,no,no
35.0,tertiary,management,married,100000,43,no,yes
32.0,tertiary,unemployed,married,8000,1364,no,no
34.0,tertiary,management,married,100000,1666,no,no
60.0,primary,retired,married,55000,172,no,no
48.0,unknown,blue-collar,married,20000,113,no,no
41.0,tertiary,management,divorced,100000,4495,no,no
30.0,secondary,technician,single,60000,3096,no,no
40.0,secondary,housemaid,married,16000,116,no,no
37.0,tertiary,admin.,married,50000,801,no,no
33.0,tertiary,management,married,100000,540,no,no
45.0,tertiary,technician,married,60000,548,no,no
56.0,unknown,housemaid,married,16000,1780,no,no
46.0,tertiary,management,single,100000,379,no,no
46.0,unknown,blue-collar,married,20000,8,no,no
51.0,secondary,technician,divorced,60000,0,no,no
36.0,tertiary,management,single,100000,4123,no,no
33.0,tertiary,management,married,100000,752,no,no
49.0,tertiary,technician,divorced,60000,917,no,no
34.0,secondary,entrepreneur,married,120000,223,yes,no
33.0,secondary,technician,divorced,60000,370,no,no
57.0,primary,blue-collar,married,20000,856,no,no
34.0,tertiary,technician,married,60000,0,no,no
55.0,primary,housemaid,married,16000,578,no,no
39.0,secondary,management,married,100000,11835,no,yes
59.0,secondary,retired,married,55000,1980,no,no
32.0,tertiary,technician,single,60000,300,no,no
53.0,tertiary,management,married,100000,0,no,yes
36.0,tertiary,management,single,100000,741,no,no
31.0,tertiary,management,divorced,100000,416,no,no
46.0,secondary,technician,divorced,60000,256,no,no
58.0,tertiary,management,married,100000,889,no,no
50.0,secondary,services,married,70000,1,no,no
46.0,secondary,services,married,70000,2703,no,no
58.0,primary,retired,married,55000,0,no,no
31.0,tertiary,management,single,100000,498,no,no
49.0,secondary,services,married,70000,653,no,no
30.0,tertiary,management,married,100000,2960,no,no
37.0,secondary,management,single,100000,24,yes,no
59.0,secondary,services,married,70000,108,no,no
43.0,secondary,technician,married,60000,3723,no,no
38.0,secondary,technician,divorced,60000,410,no,no
55.0,secondary,technician,single,60000,149,no,no
30.0,tertiary,management,single,100000,725,no,no
39.0,secondary,management,married,100000,215,no,yes
33.0,tertiary,management,married,100000,299,no,no
48.0,secondary,blue-collar,married,20000,794,no,no
41.0,secondary,management,married,100000,456,no,yes
41.0,secondary,technician,single,60000,134,yes,no
53.0,tertiary,self-employed,married,60000,217,no,no
47.0,tertiary,technician,married,60000,1127,no,no
55.0,primary,blue-collar,married,20000,1512,no,no
32.0,secondary,management,single,100000,2018,no,yes
36.0,secondary,housemaid,single,16000,28,yes,no
32.0,secondary,technician,married,60000,999,no,no
40.0,secondary,technician,married,60000,32,no,no
34.0,tertiary,management,single,100000,421,no,no
37.0,tertiary,technician,married,60000,-681,yes,no
34.0,tertiary,management,married,100000,1273,no,no
32.0,tertiary,management,married,100000,713,no,no
35.0,tertiary,management,married,100000,569,no,no
38.0,tertiary,self-employed,single,60000,982,no,no
37.0,tertiary,management,married,100000,0,no,no
53.0,secondary,management,divorced,100000,112,yes,no
57.0,secondary,retired,married,55000,13834,no,no
48.0,secondary,technician,divorced,60000,353,no,no
35.0,tertiary,technician,married,60000,22,no,no
30.0,tertiary,management,single,100000,1191,no,no
31.0,tertiary,management,married,100000,4945,no,no
40.0,secondary,technician,married,60000,4186,no,no
47.0,primary,services,married,70000,206,no,no
35.0,secondary,technician,married,60000,289,no,no
31.0,secondary,management,married,100000,0,no,yes
35.0,tertiary,management,single,100000,-1980,yes,no
30.0,tertiary,technician,single,60000,2784,no,no
42.0,tertiary,management,married,100000,187,no,no
32.0,tertiary,technician,single,60000,741,no,no
45.0,secondary,admin.,married,50000,111,no,no
33.0,secondary,technician,married,60000,1166,no,no
59.0,primary,blue-collar,married,20000,914,no,no
37.0,tertiary,management,married,100000,2672,no,no
40.0,tertiary,self-employed,married,60000,271,no,no
32.0,tertiary,technician,single,60000,1100,yes,no
32.0,tertiary,management,married,100000,1086,no,no
51.0,secondary,technician,single,60000,8538,no,no
31.0,secondary,blue-collar,married,20000,-204,yes,no
33.0,tertiary,technician,married,60000,2586,no,no
37.0,secondary,technician,single,60000,4,no,yes
59.0,primary,retired,married,55000,-13,no,no
32.0,tertiary,management,married,100000,1208,no,no
30.0,tertiary,technician,single,60000,4459,no,no
38.0,tertiary,technician,married,60000,-3,no,no
52.0,secondary,admin.,married,50000,7742,no,no
32.0,secondary,housemaid,married,16000,3832,no,no
37.0,tertiary,management,married,100000,825,no,no
34.0,secondary,technician,single,60000,4676,no,no
30.0,tertiary,management,single,100000,6493,no,no
33.0,tertiary,technician,single,60000,443,no,no
32.0,tertiary,technician,single,60000,543,no,no
30.0,tertiary,management,married,100000,1882,no,no
43.0,secondary,unemployed,married,8000,223,no,no
31.0,secondary,technician,single,60000,2,yes,no
43.0,secondary,management,married,100000,2411,no,no
31.0,tertiary,management,married,100000,3739,no,no
31.0,secondary,self-employed,single,60000,762,no,no
47.0,secondary,services,married,70000,24,no,no
49.0,tertiary,management,married,100000,4594,no,no
32.0,tertiary,management,single,100000,1434,no,no
30.0,tertiary,technician,single,60000,290,no,no
56.0,secondary,services,divorced,70000,476,no,no
59.0,secondary,technician,married,60000,478,no,no
47.0,secondary,retired,married,55000,-71,no,no
30.0,tertiary,technician,married,60000,8351,no,no
50.0,primary,blue-collar,married,20000,0,no,no
42.0,tertiary,management,married,100000,1161,no,no
53.0,primary,self-employed,married,60000,2639,no,no
51.0,primary,blue-collar,married,20000,541,no,yes
43.0,tertiary,management,married,100000,8,no,no
36.0,secondary,technician,divorced,60000,487,yes,no
31.0,secondary,technician,married,60000,30,no,no
55.0,secondary,unknown,married,0,1785,no,no
34.0,tertiary,management,married,100000,519,no,no
37.0,secondary,technician,married,60000,5287,yes,no
40.0,tertiary,management,divorced,100000,3426,no,no
41.0,tertiary,management,married,100000,0,no,yes
59.0,tertiary,retired,married,55000,1296,no,no
55.0,secondary,services,married,70000,2120,no,no
39.0,secondary,technician,married,60000,3663,no,no
35.0,secondary,technician,single,60000,354,no,yes
59.0,secondary,retired,married,55000,5219,no,no
48.0,primary,blue-collar,married,20000,719,yes,yes
46.0,tertiary,technician,divorced,60000,0,no,no
50.0,secondary,self-employed,married,60000,111,no,no
38.0,secondary,services,single,70000,9609,no,no
57.0,secondary,blue-collar,married,20000,14093,no,no
35.0,tertiary,management,single,100000,863,no,no
53.0,secondary,retired,divorced,55000,451,yes,no
34.0,tertiary,management,married,100000,1054,no,no
44.0,secondary,technician,divorced,60000,12,no,no
30.0,secondary,technician,single,60000,3927,no,no
53.0,primary,blue-collar,married,20000,1301,no,no
58.0,secondary,retired,married,55000,11,no,no
34.0,tertiary,management,married,100000,828,yes,yes
38.0,tertiary,technician,married,60000,-267,no,no
34.0,tertiary,management,married,100000,2657,no,no
33.0,tertiary,management,single,100000,4782,no,no
50.0,tertiary,management,married,100000,412,yes,no
56.0,unknown,unknown,married,0,15088,no,no
31.0,secondary,technician,single,60000,433,no,no
50.0,tertiary,management,married,100000,1859,no,no
45.0,primary,blue-collar,married,20000,6753,no,no
34.0,tertiary,technician,single,60000,1039,no,no
33.0,secondary,unknown,married,0,335,no,no
52.0,secondary,technician,married,60000,989,no,no
32.0,tertiary,management,single,100000,715,no,no
44.0,tertiary,management,married,100000,-61,no,no
47.0,secondary,blue-collar,married,20000,2787,no,yes
40.0,secondary,technician,married,60000,1716,no,no
59.0,secondary,admin.,divorced,50000,636,no,no
30.0,tertiary,management,single,100000,115,no,no
30.0,tertiary,housemaid,single,16000,3362,no,no
50.0,secondary,technician,divorced,60000,3656,no,no
32.0,secondary,technician,married,60000,1568,no,no
46.0,secondary,unemployed,married,8000,2551,no,yes
32.0,tertiary,management,divorced,100000,948,no,no
59.0,tertiary,management,married,100000,37,no,no
60.0,secondary,retired,married,55000,2722,no,yes
57.0,primary,retired,married,55000,-12,yes,no
58.0,secondary,retired,married,55000,764,no,no
39.0,secondary,technician,married,60000,52,no,no
31.0,secondary,technician,single,60000,826,no,no
36.0,tertiary,management,married,100000,171,no,no
56.0,secondary,blue-collar,married,20000,2395,no,no
51.0,secondary,admin.,married,50000,1535,no,no
33.0,tertiary,management,married,100000,685,no,no
35.0,secondary,technician,married,60000,482,no,no
56.0,secondary,retired,married,55000,-113,yes,no
44.0,primary,self-employed,married,60000,4,no,no
49.0,primary,blue-collar,divorced,20000,1280,yes,no
44.0,secondary,technician,divorced,60000,0,no,no
54.0,tertiary,management,married,100000,3020,no,no
33.0,tertiary,management,divorced,100000,-336,no,no
31.0,tertiary,management,single,100000,30,no,no
37.0,secondary,management,married,100000,0,no,no
33.0,tertiary,management,married,100000,855,yes,no
30.0,tertiary,management,married,100000,646,no,no
49.0,secondary,self-employed,married,60000,1103,no,no
31.0,tertiary,management,single,100000,123,no,no
33.0,tertiary,technician,married,60000,980,no,no
48.0,tertiary,management,single,100000,5904,no,no
39.0,secondary,management,married,100000,1880,no,yes
30.0,tertiary,management,divorced,100000,317,no,no
46.0,secondary,entrepreneur,married,120000,-880,yes,no
41.0,secondary,technician,single,60000,297,yes,no
57.0,primary,blue-collar,married,20000,2112,no,yes
49.0,secondary,admin.,married,50000,300,no,no
54.0,primary,housemaid,married,16000,212,no,no
30.0,secondary,housemaid,married,16000,0,no,no
31.0,tertiary,management,single,100000,573,no,no
30.0,tertiary,management,single,100000,220,yes,no
35.0,tertiary,management,married,100000,100,no,no
35.0,tertiary,management,married,100000,1383,no,no
58.0,tertiary,management,married,100000,5942,no,no
40.0,secondary,housemaid,married,16000,1050,no,no
31.0,tertiary,management,married,100000,1575,no,no
42.0,tertiary,management,divorced,100000,1622,no,no
42.0,secondary,technician,single,60000,0,yes,no
46.0,secondary,unemployed,married,8000,3533,no,no
59.0,primary,retired,married,55000,94,no,no
58.0,secondary,retired,married,55000,7560,no,no
32.0,tertiary,management,divorced,100000,874,no,yes
49.0,secondary,management,married,100000,0,no,no
34.0,tertiary,management,single,100000,1009,no,no
33.0,secondary,technician,single,60000,827,no,no
30.0,tertiary,management,single,100000,74,no,no
39.0,primary,housemaid,married,16000,562,no,no
34.0,secondary,blue-collar,married,20000,172,no,no
32.0,tertiary,management,single,100000,100,no,no
52.0,tertiary,management,married,100000,0,no,no
58.0,secondary,technician,married,60000,1463,no,no
49.0,secondary,unknown,married,0,1269,no,no
36.0,tertiary,management,single,100000,419,no,no
30.0,tertiary,management,single,100000,67,no,no
36.0,secondary,technician,married,60000,1659,no,no
35.0,tertiary,management,married,100000,362,no,no
30.0,secondary,technician,single,60000,700,no,no
59.0,primary,blue-collar,married,20000,2192,no,no
37.0,tertiary,management,single,100000,553,no,no
30.0,secondary,management,single,100000,1913,no,no
31.0,secondary,technician,single,60000,279,no,no
34.0,tertiary,management,single,100000,2757,no,no
56.0,tertiary,retired,married,55000,3616,yes,no
47.0,primary,services,married,70000,586,no,no
58.0,primary,retired,married,55000,1472,no,no
30.0,secondary,management,single,100000,24,no,no
37.0,secondary,technician,single,60000,353,no,no
50.0,secondary,blue-collar,married,20000,418,yes,no
54.0,secondary,technician,married,60000,-777,yes,no
54.0,tertiary,management,single,100000,2419,no,no
32.0,tertiary,management,single,100000,2667,no,yes
51.0,tertiary,management,married,100000,8304,no,no
40.0,tertiary,management,married,100000,12409,no,no
32.0,secondary,technician,single,60000,5,no,no
30.0,tertiary,management,single,100000,478,no,no
31.0,tertiary,management,married,100000,-253,no,no
30.0,tertiary,technician,single,60000,8138,no,no
31.0,tertiary,technician,single,60000,438,no,no
34.0,secondary,technician,single,60000,27,no,no
47.0,tertiary,unemployed,married,8000,0,no,no
41.0,tertiary,management,married,100000,2781,no,no
30.0,tertiary,management,single,100000,443,yes,no
55.0,tertiary,management,divorced,100000,277,no,no
38.0,tertiary,management,divorced,100000,554,no,no
41.0,tertiary,management,married,100000,557,yes,no
36.0,secondary,unemployed,divorced,8000,871,no,yes
45.0,primary,blue-collar,married,20000,328,no,no
52.0,secondary,admin.,married,50000,2347,yes,no
35.0,tertiary,management,married,100000,77,no,no
37.0,tertiary,management,married,100000,4044,no,no
54.0,secondary,admin.,married,50000,19213,no,no
47.0,tertiary,management,single,100000,0,no,no
32.0,secondary,technician,single,60000,-114,no,no
53.0,secondary,admin.,married,50000,8449,no,no
50.0,tertiary,technician,married,60000,5907,yes,no
33.0,secondary,technician,single,60000,2481,no,no
30.0,secondary,management,married,100000,850,no,yes
44.0,primary,self-employed,married,60000,614,no,no
31.0,tertiary,management,single,100000,1836,no,no
30.0,tertiary,management,single,100000,1038,no,no
53.0,tertiary,management,married,100000,-1,no,no
35.0,secondary,technician,married,60000,1067,yes,no
33.0,secondary,technician,single,60000,329,no,no
30.0,secondary,technician,single,60000,281,no,no
42.0,secondary,unemployed,divorced,8000,759,no,no
30.0,tertiary,management,single,100000,368,no,no
30.0,tertiary,management,single,100000,-672,no,no
43.0,tertiary,management,married,100000,-526,no,no
59.0,primary,retired,married,55000,0,no,no
33.0,tertiary,technician,single,60000,2024,no,no
33.0,secondary,technician,married,60000,3243,no,yes
39.0,secondary,technician,married,60000,1986,no,no
34.0,tertiary,management,single,100000,2835,no,no
52.0,tertiary,management,married,100000,3508,no,no
54.0,tertiary,management,married,100000,11563,no,no
45.0,primary,blue-collar,married,20000,1951,no,no
52.0,unknown,housemaid,married,16000,544,no,no
33.0,tertiary,management,married,100000,1504,no,no
49.0,tertiary,management,married,100000,350,no,no
46.0,primary,blue-collar,married,20000,2269,no,no
35.0,tertiary,management,single,100000,53,yes,no
34.0,tertiary,housemaid,married,16000,897,no,no
30.0,tertiary,management,single,100000,1466,no,no
59.0,unknown,self-employed,married,60000,59,no,no
33.0,tertiary,management,married,100000,1399,no,no
38.0,tertiary,management,married,100000,0,no,no
31.0,secondary,management,married,100000,1368,no,no
48.0,tertiary,management,divorced,100000,148,no,no
34.0,secondary,technician,married,60000,-136,yes,no
31.0,tertiary,management,single,100000,86,no,no
52.0,primary,blue-collar,married,20000,273,no,no
54.0,tertiary,management,married,100000,1411,no,no
35.0,secondary,self-employed,married,60000,0,no,no
57.0,secondary,management,divorced,100000,396,no,no
45.0,secondary,technician,married,60000,3241,no,no
57.0,secondary,blue-collar,married,20000,6004,no,no
34.0,tertiary,technician,single,60000,23919,no,no
30.0,tertiary,management,single,100000,894,no,no
47.0,secondary,management,married,100000,-1854,yes,no
37.0,secondary,unemployed,married,8000,117,no,no
58.0,tertiary,management,divorced,100000,108,no,no
38.0,secondary,technician,single,60000,382,no,no
54.0,tertiary,management,married,100000,1146,no,no
44.0,primary,housemaid,married,16000,93,no,no
43.0,primary,housemaid,married,16000,25,no,no
57.0,tertiary,management,divorced,100000,8897,no,yes
38.0,tertiary,technician,single,60000,508,yes,yes
46.0,secondary,technician,married,60000,190,no,no
57.0,secondary,retired,married,55000,2714,no,no
41.0,secondary,technician,divorced,60000,1631,no,no
49.0,tertiary,management,married,100000,579,no,no
32.0,tertiary,technician,single,60000,720,no,no
38.0,tertiary,technician,married,60000,940,no,no
31.0,tertiary,technician,married,60000,4089,no,no
46.0,secondary,self-employed,married,60000,548,no,yes
58.0,secondary,technician,married,60000,175,no,no
30.0,tertiary,management,married,100000,1567,no,yes
33.0,primary,housemaid,married,16000,209,no,no
30.0,tertiary,management,single,100000,812,no,no
45.0,secondary,admin.,married,50000,362,no,no
54.0,secondary,technician,married,60000,658,no,no
35.0,tertiary,technician,married,60000,432,no,no
49.0,tertiary,management,married,100000,4751,no,yes
55.0,tertiary,management,married,100000,134,no,no
45.0,tertiary,admin.,married,50000,2552,no,no
30.0,secondary,self-employed,married,60000,0,no,no
52.0,secondary,technician,divorced,60000,106,no,no
54.0,primary,blue-collar,married,20000,1849,no,no
30.0,tertiary,technician,single,60000,23,no,no
42.0,secondary,self-employed,married,60000,487,no,no
38.0,secondary,technician,married,60000,1478,no,yes
34.0,tertiary,management,divorced,100000,157,no,no
31.0,tertiary,management,single,100000,350,no,no
34.0,tertiary,self-employed,married,60000,0,no,no
39.0,tertiary,management,married,100000,1424,no,no
50.0,tertiary,management,married,100000,2296,no,no
35.0,tertiary,management,married,100000,1511,no,no
60.0,secondary,admin.,married,50000,711,no,no
36.0,secondary,technician,single,60000,12,no,yes
47.0,tertiary,management,married,100000,434,no,no
60.0,tertiary,technician,married,60000,131,no,no
33.0,tertiary,management,married,100000,1071,no,no
59.0,unknown,retired,married,55000,7586,no,no
48.0,secondary,blue-collar,married,20000,426,yes,no
30.0,tertiary,management,single,100000,222,no,no
49.0,primary,blue-collar,married,20000,1456,no,no
58.0,secondary,blue-collar,married,20000,842,no,no
55.0,secondary,blue-collar,married,20000,1011,no,no
31.0,tertiary,management,married,100000,1514,no,no
54.0,tertiary,management,divorced,100000,3473,no,no
49.0,primary,blue-collar,married,20000,128,no,yes
60.0,tertiary,retired,married,55000,1141,no,no
31.0,tertiary,management,married,100000,596,no,no
34.0,tertiary,management,married,100000,496,no,no
45.0,secondary,admin.,married,50000,43,no,no
43.0,tertiary,management,single,100000,1627,no,no
30.0,tertiary,management,single,100000,67,no,no
57.0,tertiary,retired,married,55000,0,no,no
59.0,secondary,retired,married,55000,566,no,no
32.0,tertiary,technician,single,60000,1325,no,no
55.0,secondary,blue-collar,married,20000,388,no,no
49.0,tertiary,management,married,100000,53,no,no
36.0,tertiary,technician,single,60000,1072,no,no
52.0,secondary,services,married,70000,1579,yes,no
49.0,secondary,blue-collar,married,20000,553,no,yes
50.0,tertiary,management,married,100000,258,no,no
40.0,secondary,unemployed,divorced,8000,1694,no,yes
41.0,tertiary,management,married,100000,8553,no,no
49.0,primary,blue-collar,married,20000,408,no,yes
38.0,tertiary,management,married,100000,1223,no,yes
49.0,tertiary,self-employed,married,60000,599,no,no
31.0,tertiary,management,single,100000,1858,no,yes
48.0,secondary,management,married,100000,286,no,no
